,Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,Oddzały przygotowania wojskowego,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy branżowa szkoła II stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,samodzielna lub zespół - Czy szkoła kształcąca w zawodzie w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""","długość geograficzna 
(w stopniach)","szerokość geograficzna 
(w stopniach)",długość geograficzna (w metrach),szerokość geograficzna (w metrach),Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE),Czas pracy przedszkola - od,Czas pracy przedszkola - do
845,ZS_032,ZS_032_T_23,39373.0,15758219.0,6594.0,8046.0,Zespół Szkół nr 32 im. Krzysztofa Kamila Baczyńskiego,Technikum nr 23 im. Fryderyka Skarbka,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Koło,ul. Ożarowska,71,01-408,Jolanta,Pindelska,228364062,228365786,http://www.zs32.edu.pl,http://zs32.bip.um.warszawa.pl,zs32@edu.um.warszawa.pl,23.0,nie,jednostka budżetowa,123.0,,123.0,5.0,,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/8046,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,9494133","52,24618448","7496545,167","5790291,74",,,2290.0,,
846,ZS_033,ZS_033_BSI_7,196115.0,15781141.0,28199.0,42428.0,Zespół Szkół nr 33,Branżowa Szkoła I stopnia nr 7,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Targowa,86,03-448,Marek,Tomasiewicz,226193789,226193789,http://www.zs33.pl,http://zs_033.bip.gov.pl,zs33@edu.um.warszawa.pl,7.0,nie,jednostka budżetowa,125.0,,125.0,6.0,,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/42428,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,03258514","52,25744632","7502224,895","5791544,067",,tak,151.0,,
847,ZS_033,ZS_033_LO_DOR_146,196115.0,147143263.0,28199.0,122432.0,Zespół Szkół nr 33,CXLVI Liceum Ogólnokształcące dla Dorosłych,zespół lub jednostka złożona,liceum ogólnokształcące,dorośli,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Targowa,86,03-448,Marek,Tomasiewicz,226193789,226193789,http://www.zs33.pl,http://zs_033.bip.gov.pl,zs33@edu.um.warszawa.pl,146.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/122432,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,03258514","52,25744632","7502224,895","5791544,067",,tak,2277.0,,
848,ZS_033,ZS_033_PL_21,196115.0,140340279.0,28199.0,42430.0,Zespół Szkół nr 33,Szkoła Policealna nr 21,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Targowa,86,03-448,Marek,Tomasiewicz,226193789,226193789,http://www.zs33.pl,http://zs_033.bip.gov.pl,zs33@edu.um.warszawa.pl,21.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/42430,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,03258514","52,25744632","7502224,895","5791544,067",,tak,150.0,,
849,ZS_033,ZS_033_T_6,196115.0,140072904.0,28199.0,42427.0,Zespół Szkół nr 33,Technikum nr 6,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Nowa Praga,ul. Targowa,86,03-448,Marek,Tomasiewicz,226193789,226193789,http://www.zs33.pl,http://zs_033.bip.gov.pl,zs33@edu.um.warszawa.pl,6.0,nie,jednostka budżetowa,355.0,,355.0,14.0,,14.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/42427,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,03258514","52,25744632","7502224,895","5791544,067",,tak,152.0,,
850,ZS_034,ZS_034_BSI_41,140072672.0,15764467.0,7036.0,44239.0,Zespół Szkół nr 34 im. Mieszka I,Branżowa Szkoła I stopnia nr 41,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Piotra Wysockiego,51,03-202,Sławomir,Zieliński,227442415,226791669,http://zs34.pl,"http://zs34.pl/?bip,97",zs34@edu.um.warszawa.pl,41.0,nie,jednostka budżetowa,355.0,,355.0,15.0,,15.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-BSI2-Policd-,tak,tak,tak,,,tak,tak,tak,tak,tak,,tak,,https://rspo.gov.pl/rspo/44239,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,015397","52,29229","7501050,428","5795420,578",,,1077.0,,
851,ZS_034,ZS_034_BSI2_1,140072672.0,386800158.0,7036.0,275303.0,Zespół Szkół nr 34 im. Mieszka I,Branżowa Szkoła II stopnia nr 1,zespół lub jednostka złożona,szkoła branżowa II stopnia,bez kategorii,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Piotra Wysockiego,51,03-202,Sławomir,Zieliński,227442415,226791669,http://zs34.pl,"http://zs34.pl/?bip,97",zs34@edu.um.warszawa.pl,1.0,nie,jednostka budżetowa,130.0,,130.0,4.0,,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-BSI2-Policd-,tak,tak,tak,,,tak,tak,tak,tak,tak,,tak,,https://rspo.gov.pl/rspo/275303,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,015397","52,29229","7501050,428","5795420,578",,,2856.0,,
852,ZS_034,ZS_034_CKZ_3,140072672.0,141552279.0,7036.0,44242.0,Zespół Szkół nr 34 im. Mieszka I,Centrum Kształcenia Zawodowego nr 3,zespół lub jednostka złożona,centrum kształcenia zawodowego,bez kategorii,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Piotra Wysockiego,51,03-202,Sławomir,Zieliński,227442415,226791669,http://zs34.pl,"http://zs34.pl/?bip,97",zs34@edu.um.warszawa.pl,3.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,jednostka inna niż przedszkole lub szkoła,tak,LOd-T-BSI-BSI2-Policd-,tak,tak,tak,,,tak,tak,tak,tak,tak,,tak,,https://rspo.gov.pl/rspo/44242,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,015397","52,29229","7501050,428","5795420,578",,,1075.0,,
853,ZS_034,ZS_034_LO_DOR_140,140072672.0,146279026.0,7036.0,8336.0,Zespół Szkół nr 34 im. Mieszka I,CXL Liceum Ogólnokształcące dla Dorosłych,zespół lub jednostka złożona,liceum ogólnokształcące,dorośli,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Piotra Wysockiego,51,03-202,Sławomir,Zieliński,227442415,226791669,http://zs34.pl,"http://zs34.pl/?bip,97",zs34@edu.um.warszawa.pl,140.0,nie,jednostka budżetowa,100.0,,100.0,3.0,,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-BSI2-Policd-,tak,tak,tak,,,tak,tak,tak,tak,tak,,tak,,https://rspo.gov.pl/rspo/8336,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,015397","52,29229","7501050,428","5795420,578",,,2278.0,,
854,ZS_034,ZS_034_PL_36,140072672.0,140072666.0,7036.0,44241.0,Zespół Szkół nr 34 im. Mieszka I,Szkoła Policealna nr 36,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Piotra Wysockiego,51,03-202,Sławomir,Zieliński,227442415,226791669,http://zs34.pl,"http://zs34.pl/?bip,97",zs34@edu.um.warszawa.pl,36.0,nie,jednostka budżetowa,6.0,,6.0,1.0,,1.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła policealna,tak,LOd-T-BSI-BSI2-Policd-,tak,tak,tak,,,tak,tak,tak,tak,tak,,tak,,https://rspo.gov.pl/rspo/44241,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,015397","52,29229","7501050,428","5795420,578",,,1080.0,,
855,ZS_034,ZS_034_T_30,140072672.0,146279061.0,7036.0,8337.0,Zespół Szkół nr 34 im. Mieszka I,Technikum nr 30,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Piotra Wysockiego,51,03-202,Sławomir,Zieliński,227442415,226791669,http://zs34.pl,"http://zs34.pl/?bip,97",zs34@edu.um.warszawa.pl,30.0,nie,jednostka budżetowa,255.0,,255.0,10.0,,10.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-BSI2-Policd-,tak,tak,tak,,,tak,tak,tak,tak,tak,,tak,,https://rspo.gov.pl/rspo/8337,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,015397","52,29229","7501050,428","5795420,578",,,2279.0,,
856,ZS_035,ZS_035_BSI_18,829738.0,15761374.0,26481.0,27281.0,Zespół Szkół nr 35 im. Zofii Jaroszewicz Kasi,Branżowa Szkoła I stopnia nr 18,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Stefana Żeromskiego,22/28,01-831,Sławomir,Sawicki,228343264,228343264,http://www.zs35.pl,http://zs35.bip.um.warszawa.pl,zs35@zs35.pl,18.0,nie,jednostka budżetowa,35.0,,35.0,1.0,,1.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,T-BSI-,tak,tak,tak,,,,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/27281,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,94868088","52,27725593","7496497,627","5793748,901",,,345.0,,
857,ZS_035,ZS_035_T_5,829738.0,15761339.0,26481.0,27283.0,Zespół Szkół nr 35 im. Zofii Jaroszewicz Kasi,Technikum Ekonomiczne nr 5,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Stefana Żeromskiego,22/28,01-831,Sławomir,Sawicki,228343264,228343264,http://www.zs35.pl,http://zs35.bip.um.warszawa.pl,zs35@zs35.pl,5.0,nie,jednostka budżetowa,552.0,,552.0,20.0,,20.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,T-BSI-,tak,tak,tak,,,,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/27283,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,94868088","52,27725593","7496497,627","5793748,901",,,343.0,,
858,ZS_036,ZS_036_BSI_57,38847.0,141789320.0,12920.0,31529.0,Zespół Szkół nr 36 im. Marcina Kasprzaka,Branżowa Szkoła I stopnia nr 57,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Czyste,ul. Marcina Kasprzaka,19/21,01-211,Krzysztof,Ślusarczyk,226320211,226314010,http://www.kasprzak.edu.pl,http://kasprzak.edu.pl/bip,zs@kasprzak.edu.pl,57.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/31529,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,97031021","52,22843486","7497971,548","5788316,068",,,8.0,,
859,ZS_036,ZS_036_LO_DOR_144,38847.0,146803830.0,12920.0,118493.0,Zespół Szkół nr 36 im. Marcina Kasprzaka,CXLIV Liceum Ogólnokształcące dla Dorosłych,zespół lub jednostka złożona,liceum ogólnokształcące,dorośli,nie,WOW - dzielnica,Warszawa,Wola,Czyste,ul. Marcina Kasprzaka,19/21,01-211,Krzysztof,Ślusarczyk,226320211,226314010,http://www.kasprzak.edu.pl,http://kasprzak.edu.pl/bip,zs@kasprzak.edu.pl,144.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/118493,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,97031021","52,22843486","7497971,548","5788316,068",,,2280.0,,
860,ZS_036,ZS_036_PL_30,38847.0,140217113.0,12920.0,77551.0,Zespół Szkół nr 36 im. Marcina Kasprzaka,Szkoła Policealna nr 30,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Wola,Czyste,ul. Marcina Kasprzaka,19/21,01-211,Krzysztof,Ślusarczyk,226320211,226314010,http://www.kasprzak.edu.pl,http://kasprzak.edu.pl/bip,zs@kasprzak.edu.pl,30.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/77551,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,97031021","52,22843486","7497971,548","5788316,068",,,12.0,,
861,ZS_036,ZS_036_T_1,38847.0,15630169.0,12920.0,31531.0,Zespół Szkół nr 36 im. Marcina Kasprzaka,Technikum Elektroniczne nr 1,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Czyste,ul. Marcina Kasprzaka,19/21,01-211,Krzysztof,Ślusarczyk,226320211,226314010,http://www.kasprzak.edu.pl,http://kasprzak.edu.pl/bip,zs@kasprzak.edu.pl,1.0,nie,jednostka budżetowa,1051.0,,1051.0,35.0,,35.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-Polic-,tak,tak,tak,,,tak,tak,tak,,tak,,tak,,https://rspo.gov.pl/rspo/31531,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,97031021","52,22843486","7497971,548","5788316,068", certyfikat Wars i Sawa,,10.0,,
862,ZS_039,ZS_039_LO_DOR_151,193909.0,360895914.0,14431.0,126900.0,Zespół Szkół nr 39 im. prof. Edmunda Jankowskiego,CLI Liceum Ogólnokształcące dla Dorosłych,zespół lub jednostka złożona,liceum ogólnokształcące,dorośli,nie,WOW - dzielnica,Warszawa,Mokotów,Wyględów,ul. Bełska,1/3,02-638,Dorota,Nasierowska,228485386,228485386,http://www.zs39.waw.pl,http://zs39.bip.um.warszawa.pl,zs39@edu.um.warszawa.pl,151.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/126900,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"20,99929428","52,18987928","7499951,68","5784025,853",,,2305.0,,
863,ZS_039,ZS_039_PL_15,193909.0,140183986.0,14431.0,83519.0,Zespół Szkół nr 39 im. prof. Edmunda Jankowskiego,Szkoła Policealna nr 15,zespół lub jednostka złożona,szkoła policealna,bez kategorii,nie,WOW - dzielnica,Warszawa,Mokotów,Wyględów,ul. Bełska,1/3,02-638,Dorota,Nasierowska,228485386,228485386,http://www.zs39.waw.pl,http://zs39.bip.um.warszawa.pl,zs39@edu.um.warszawa.pl,15.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła policealna,tak,LOd-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/83519,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"20,99929428","52,18987928","7499951,68","5784025,853",,,143.0,,
864,ZS_039,ZS_039_T,193909.0,15769418.0,14431.0,83423.0,Zespół Szkół nr 39 im. prof. Edmunda Jankowskiego,Technikum Ogrodnicze,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Wyględów,ul. Bełska,1/3,02-638,Dorota,Nasierowska,228485386,228485386,http://www.zs39.waw.pl,http://zs39.bip.um.warszawa.pl,zs39@edu.um.warszawa.pl,,nie,jednostka budżetowa,719.0,,719.0,28.0,,28.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-Polic-,tak,tak,tak,,,tak,tak,,,tak,,tak,,https://rspo.gov.pl/rspo/83423,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"20,99929428","52,18987928","7499951,68","5784025,853",,,141.0,,
865,ZS_040,ZS_040_BSI_12,183495.0,146319286.0,19083.0,20436.0,Zespół Szkół nr 40 im. Stefana Starzyńskiego,Branżowa Szkoła I stopnia nr 12 im. Stefana Starzyńskiego,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Szmulowizna,ul. Objazdowa,3,03-771,Beata,Doroś-Woźniak,226194540,226194540,http://zs40.pl/,http://zs40.pl/bip/,szkola@zs40.pl,12.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/20436,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,06123924","52,25774721","7504181,283","5791578,811",,tak,57.0,,
866,ZS_040,ZS_040_LO_20,183495.0,799032.0,19083.0,20395.0,Zespół Szkół nr 40 im. Stefana Starzyńskiego,XX Liceum Ogólnokształcące im. Bolesława Chrobrego,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Szmulowizna,ul. Objazdowa,3,03-771,Beata,Doroś-Woźniak,226194540,226194540,http://zs40.pl/,http://zs40.pl/bip/,szkola@zs40.pl,20.0,nie,jednostka budżetowa,281.0,,281.0,10.0,,10.0,nie,nie,tak,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/20395,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,06123944","52,25774721","7504181,283","5791578,811",,tak,219.0,,
867,ZS_040,ZS_040_T_5,183495.0,15788284.0,19083.0,20379.0,Zespół Szkół nr 40 im. Stefana Starzyńskiego,Technikum Mechaniczne nr 5 im. Stefana Starzyńskiego,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Północ,Szmulowizna,ul. Objazdowa,3,03-771,Beata,Doroś-Woźniak,226194540,226194540,http://zs40.pl/,http://zs40.pl/bip/,szkola@zs40.pl,5.0,nie,jednostka budżetowa,334.0,,334.0,12.0,,12.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LO-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/20379,,Poradnia Psychologiczno-Pedagogiczna nr 5,,,"21,06123924","52,25774721","7504181,283","5791578,811",,tak,58.0,,
868,ZS_041,ZS_041_LO_102,140082386.0,15198281.0,34622.0,56463.0,Zespół Szkół z Oddziałami Integracyjnymi nr 41,CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Bartnicza,2,03-358,Małgorzata,Kober,228111820,228111820,http://www.zs41.edu.pl,http://zs41.bip.um.warszawa.pl,zs41@edu.um.warszawa.pl,102.0,nie,jednostka budżetowa,222.0,,222.0,13.0,,13.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-,tak,tak,tak,,tak,tak,,,,,,,,https://rspo.gov.pl/rspo/56463,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,02372742","52,28625068","7501618,978","5794748,718",,,1082.0,,
869,ZS_041,ZS_041_SP_206,140082386.0,849043.0,34622.0,56368.0,Zespół Szkół z Oddziałami Integracyjnymi nr 41,Szkoła Podstawowa nr 206 z Oddziałami Integracyjnymi im. Władysława Reymonta,zespół lub jednostka złożona,szkoła podstawowa,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Bartnicza,2,03-358,Małgorzata,Kober,228111820,228111820,http://www.zs41.edu.pl,http://zs41.bip.um.warszawa.pl,zs41@edu.um.warszawa.pl,206.0,nie,jednostka budżetowa,458.0,14.0,472.0,27.0,1.0,28.0,nie,tak,tak,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła podstawowa (w tym muzyczna),tak,SP-LO-,tak,tak,tak,,tak,tak,,,,,,,,https://rspo.gov.pl/rspo/56368,http://edukacja.warszawa.pl/download/obwody/obwody_sp__206.pdf,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,02372742","52,28625068","7501618,978","5794748,718", certyfikat Wars i Sawa,,1081.0,,
870,ZS_042,ZS_042_BSI_37,40100.0,15782028.0,105215.0,122181.0,Zespół Szkół nr 42,Branżowa Szkoła I stopnia nr 37 im. Jana Karskiego,zespół lub jednostka złożona,szkoła branżowa I stopnia,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursus,Skorosze,ul. Dzieci Warszawy,42,02-495,Katarzyna,Konczewska,226626281,226626281,http://zsnr42.edu.pl,http://www.zsnr42.edu.pl/bip.html,zs42@karski.edu.pl,37.0,nie,jednostka budżetowa,124.0,,124.0,5.0,,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/122181,,Poradnia Psychologiczno-Pedagogiczna nr 15,,,"20,89889336","52,19607319","7493087,076","5784719,822",,,1117.0,,
871,ZS_042,ZS_042_LO_DOR_154,40100.0,362454953.0,105215.0,129029.0,Zespół Szkół nr 42,CLIV Liceum Ogólnokształcące dla Dorosłych,zespół lub jednostka złożona,liceum ogólnokształcące,dorośli,nie,WOW - dzielnica,Warszawa,Ursus,Skorosze,ul. Dzieci Warszawy,42,02-495,Katarzyna,Konczewska,226626281,226626281,http://zsnr42.edu.pl,http://www.zsnr42.edu.pl/bip.html,zs42@karski.edu.pl,154.0,nie,jednostka budżetowa,,,,,,,,,,,,,,,,,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/129029,,Poradnia Psychologiczno-Pedagogiczna nr 15,,,"20,89889336","52,19607319","7493087,076","5784719,822",,,2307.0,,
872,ZS_042,ZS_042_T_8,40100.0,15781968.0,105215.0,122179.0,Zespół Szkół nr 42,Technikum nr 8 im. Jana Karskiego,zespół lub jednostka złożona,technikum,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursus,Skorosze,ul. Dzieci Warszawy,42,02-495,Katarzyna,Konczewska,226626281,226626281,http://zsnr42.edu.pl,http://www.zsnr42.edu.pl/bip.html,zs42@karski.edu.pl,8.0,nie,jednostka budżetowa,595.0,,595.0,23.0,,23.0,nie,nie,tak,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,LOd-T-BSI-,tak,tak,tak,,,tak,tak,tak,,,,tak,,https://rspo.gov.pl/rspo/122179,,Poradnia Psychologiczno-Pedagogiczna nr 15,,,"20,89889336","52,19607319","7493087,076","5784719,822",,,1116.0,,
873,ZS_049,ZS_049_LO_60,15524941.0,1009931.0,23488.0,27280.0,Zespół Szkół nr 49,LX Liceum Ogólnokształcące im. Wojciecha Górskiego,zespół lub jednostka złożona,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Wawrzyszew,ul. Lwa Tołstoja,2,01-910,Urszula,Krajewska,228359558,228359558,http://gorski.edu.pl,http://zs49.bip.um.warszawa.pl,zs49@edu.um.warszawa.pl,60.0,nie,jednostka budżetowa,470.0,,470.0,16.0,,16.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,w zespole,szkoła ponadpodstawowa,tak,SP-LO-,tak,tak,tak,,tak,tak,,,,,,,,https://rspo.gov.pl/rspo/27280,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,9323597","52,28388662","7495384,406","5794487,573",,,867.0,,
